id;tsunami;year;month;day;latitude;longitude;focaldepth;magnitude;deaths;country;country_zone
3001;;1958;11;29;44.4;8.8;;;;ITALY: N;South
3002;;1959;1;22;37.5;142.2;;;;SANRIKU, JAPAN;South
3003;Yes;1959;1;26;44.5;9.6;40;;;ITALY: N;North
3004;;1959;2;7;-4;-81.5;;;;PERU-ECUADOR;South
3005;Yes;1959;4;5;44;6.8;19;7.4;;FRANCE: ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS;West
3006;;1959;4;9;44.3;149;;5.5;;RUSSIA: KURIL ISLANDS;North
3007;Yes;1959;4;11;42.9;12.6;40;0.5;;ITALY: CENTRAL;West
3008;;1959;4;17;44.5;10.8;;;;ITALY: N;South
3009;;1959;4;25;37;28.7;;;;TURKEY: KOYCEGIZ, MUGLA;East
3010;;1959;4;26;24.78;122.7;;6.3;;TAIWAN: TAIPEI;North
3011;;1959;5;4;52.5;159.5;150;7.5;2;RUSSIA: NEAR EAST COAST OF KAMCHATKA;East
3012;Yes;1959;5;24;;;60;8.2;1;MEXICO: OAXACA;East
3013;;1959;6;14;-20.369;-68;100;6.8;;BOLIVIA-NORTHERN CHILE;North
3014;;1959;6;18;53.9;160.5;112;7.5;1;RUSSIA: NEAR KAMCHATKA;South
3015;;1959;7;2;31.8;115.3;15;0.7;;CHINA: HENAN PROVINCE;North
3016;;1959;8;10;35.6;110.9;;0.5;;CHINA: SHAANXI PROVINCE;East
3017;;1959;8;15;22.18;121.13;;5.4;;TAIWAN;West
3018;;1959;8;17;-7.5;156;60;0.7;16;SOLOMON ISLANDS;North
3019;Yes;1959;8;18;44.712;-111.215;;7.3;;MONTANA: HEBGEN LAKE;South
3020;Yes;1959;8;26;18.3;-94.4;5;7.7;28;MEXICO: GULF OF CAMPECHE;North
3021;;1959;9;1;40.9;19.8;;6.9;25;ALBANIA;West
3022;;1959;9;14;-28.5;-177;11;6.1;2;KERMADEC ISLANDS;South
3023;;1959;10;25;39.1;41.6;60;7.7;;TURKEY: NINIA;South
3024;;1959;10;26;37.5;143.2;;6.2;18;SANRIKU, JAPAN;West
3025;Yes;1959;10;27;45.89;151.11;10;;;RUSSIA: KAMCHATKA;South
3026;;1959;11;7;36.4;2.6;70;7.2;;ALGERIA: BOU-MEDFA;South
3027;;1959;11;15;38.75;75.317;;5.5;;CHINA: XINGJIANG;North
3028;;1959;12;24;-13.5;-74;;6.4;;PERU: AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO;East
3029;;1960;1;13;-15.75;-72.75;;;7;PERU: AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI;West
3030;Yes;1960;1;15;-15;-75;160;7.8;63;PERU: LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA;North
3031;;1960;2;2;33.8;104.5;150;0.7;63;CHINA: GANSU PROVINCE;North
3032;;1960;2;21;36;4.1;;5.3;;ALGERIA: MELOUZA;North
3033;;1960;2;29;30.45;-9.62;33;5.6;47;MOROCCO: AGADIR;East
3034;Yes;1960;3;20;39.8;143.4;33;5.9;13100;JAPAN: SANRIKU;East
3035;Yes;1960;3;23;39.4;143.7;20;7.5;;JAPAN: SANRIKU;North
3036;Yes;1960;4;13;44.7;127;20;6.7;;CHINA: JILIN PROVINCE;South
3037;;1960;4;24;28;54.5;;5.8;;IRAN: LAR;North
3038;;1960;4;29;-0.5;121.5;;0.6;420;INDONESIA: CENTRAL SULAWESI: UNA-UNA ISLAND;South
3039;;1960;5;21;-37.872;-73.243;;;;CHILE: CENTRAL;East
3040;Yes;1960;5;22;-38.143;-73.407;35;8.2;;CHILE: PUERTO MONTT, VALDIVIA;North
3041;Yes;1960;5;26;40;20;33;9.5;2000;GREECE-ALBANIA;North
3042;;1960;6;11;-9.4;152.3;;6.5;8;PAPUA NEW GUINEA: W. SOLOMON SEA;North
3043;Yes;1960;7;29;40.3;142.5;33;6.6;;JAPAN: SANRIKU;East
3044;Yes;1960;7;30;-1.5;-79;50;6.7;;ECUADOR;North
3045;;1960;8;27;28.6;76.7;21;;11;INDIA: N;East
3046;;1960;9;22;-3.6;29;58;;;CONGO: LAKE TANGANYIKA;East
3047;;1960;10;7;11.1;122.3;28;6.6;24;PHILIPPINES: PANAY;East
3048;;1960;11;1;-38.5;-75.1;;;3;CHILE: CONCEPCION;East
3049;Yes;1960;11;9;32.7;103.7;55;7.4;;CHINA: SICHUAN PROVINCE;South
3050;;1960;11;20;-6.8;-80.7;;6.8;;PERU;East
3051;Yes;1961;1;10;50.016;156.099;93;6.7;;RUSSIA: KAMCHATKA;West
3052;Yes;1961;1;16;36;142.3;59;6.6;;JAPAN: KASHIMA;North
3053;Yes;1961;1;16;36;141.9;40;;;JAPAN: KASHIMA;South
3054;Yes;1961;1;16;36.2;141.9;20;;;JAPAN: KASHIMA;South
3055;Yes;1961;2;4;24.9;93.34;20;;;INDIA;South
3056;;1961;2;12;43.2;147.9;141;7.6;;RUSSIA: KURIL ISLANDS;East
3057;Yes;1961;2;26;31.6;131.8;80;;;JAPAN: MIYAZAKI;South
3058;Yes;1961;3;7;-28.3;-175.7;74;7.3;2;KERMADEC ISLANDS;North
3059;;1961;3;7;30.5;110;40;7.5;;CHINA: HUBEI PROVINCE;South
3060;;1961;3;16;-8.2;122;;4.9;;INDONESIA: FLORES: ENDEH;East
3061;;1961;3;24;38;15.3;74;6.5;2;ITALY: SICILY;East
3062;;1961;4;4;34;-118;;;15;CALIFORNIA: TERMINAL ISLAND;South
3063;;1961;4;13;39.8;77.7;16;;;CHINA: XINJIANG;South
3064;;1961;5;23;36.7;28.5;;6.8;;TURKEY;North
3065;Yes;1961;6;1;10.4;39.9;;6.5;;ETHIOPIA: KARAKORE;East
3066;;1961;6;11;27.9;54.6;33;6.5;30;IRAN: DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU;West
3067;;1961;6;11;24.97;98.63;37;6.6;60;CHINA: YUNNAN PROVINCE;North
3068;;1961;6;16;8.9;-73.4;33;5.8;;COLOMBIA: NORTHEASTERN COLOMBIA;East
3069;Yes;1961;6;27;33.5;49.4;120;6.5;;IRAN;North
3070;;1961;6;27;27.73;99.75;;;5;CHINA: YUNNAN PROVINCE;South
3071;;1961;7;18;29.6;131.8;25;0.6;;JAPAN: RYUKYU ISLANDS;West
3072;Yes;1961;7;23;-18.421;168.411;60;;;VANUATU ISLANDS;East
3073;Yes;1961;8;1;-9.849;160.614;35;7.3;;SOLOMON ISLANDS;North
3074;Yes;1961;8;11;42.9;145.6;25;6.4;;JAPAN: SE. HOKKAIDO ISLAND;North
3075;Yes;1961;8;17;46.338;149.548;80;;;RUSSIA: KURIL ISLANDS;West
3076;Yes;1961;8;19;36;136.7;154;6.7;;JAPAN: HONSHU: W COAST;North
3077;;1961;8;31;-10.5;-70.7;;7.3;10;PERU;East
3078;;1961;9;1;-59.5;-27.3;629;7.5;;SOUTH SANDWICH ISLANDS;West
3079;;1961;9;5;-58;-27;131;7.5;;SOUTH SANDWICH ISLANDS;North
3080;;1961;9;8;-56.26;-27.283;;7.7;;SOUTH SANDWICH ISLANDS;West
3081;;1961;10;1;34.33;104.78;105;7.7;;CHINA: GANSU PROVINCE;West
3082;;1961;10;14;33.6;48.1;;5.7;;IRAN;East
3083;;1961;10;18;-36.7;-73;33;;2;CHILE: VALDIVIA, CURICO;South
3084;Yes;1961;11;15;42.7;145.7;15;6.5;;JAPAN: SE. HOKKAIDO ISLAND;East
3085;Yes;1961;12;20;4.6;-75.6;60;;;COLOMBIA;East
3086;;1962;1;7;43.3;17.1;176;6.9;23;BALKANS NW: CROATIA;South
3087;;1962;1;11;43.3;17.1;33;5.9;4;BALKANS NW: CROATIA;East
3088;Yes;1962;2;14;-37.8;-72.5;33;6.1;1;CHILE: CENTRAL;South
3089;;1962;2;18;36;9;45;7.3;;TUNISIA: GAFOUR,OUM-ZID,EL AKHOUAT;East
3090;;1962;3;12;8.008;-82.757;;5.3;;COSTA RICA-PANAMA;North
3091;Yes;1962;3;18;40.9;19.5;35;6.8;;ALBANIA;North
3092;;1962;3;18;23.72;114.67;33;0.6;15;CHINA: GUANGDONG PROVINCE;South
3093;;1962;4;1;33.6;59;25;6.1;1;IRAN: MUSSAVIEH;East
3094;;1962;4;12;38.073;142.741;33;;5;JAPAN: SANRIKU;East
3095;Yes;1962;4;18;-10;-79;25;7.2;;PERU: CASMA,HUARAZ,QUIRUVILCA,TRUJILLO;South
3096;;1962;4;23;23.6;106.1;39;6.3;9;CHINA: YUNNAN PROVINCE;West
3097;;1962;4;23;42.2;143.9;;5.5;;SE. HOKKAIDO ISLAND, JAPAN;South
3098;Yes;1962;4;25;45;5.6;60;;;FRANCE: CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL;East
3099;;1962;4;30;38.8;140.9;;5.3;;JAPAN: HONSHU: SENDAI;West
3100;;1962;5;11;17.2;-99.6;104;6.8;1;MEXICO: S;West
3101;Yes;1962;5;19;17.2;-99.5;40;0.7;4;MEXICO: S;East
3102;Yes;1962;5;21;37.1;96;33;7.2;3;CHINA: QINGHAI PROVINCE;South
3103;;1962;5;21;41.8;142.4;;6.8;;JAPAN: OFF COAST OF HONSHU ISLAND;North
3104;Yes;1962;5;28;39.8;25;60;5.7;;GREECE: AEGEAN SEA;East
3105;Yes;1962;6;11;43.6;18.3;;4.5;;BALKANS NW: BOSNIA-HERZEGOVINA;South
3106;;1962;6;24;25.2;101.2;;6.3;;CHINA: YUNNAN PROVINCE;South
3107;;1962;7;26;7.5;-82;18;6.2;;PANAMA;West
3108;;1962;7;30;5.2;-76.4;21;7.4;;COLOMBIA: MISTRATO, MANIZALES;South
3109;;1962;8;19;44.68;81.58;69;6.8;47;CHINA: XINJIANG;South
3110;;1962;8;21;41.4;15.5;;6.4;;ITALY: S;North
3111;;1962;8;28;37.8;22.9;34;6.1;16;GREECE: S;South
3112;;1962;8;30;41.8;-111.8;100;6.8;1;UTAH;South
3113;;1962;9;1;35.63;49.87;37;5.8;;IRAN: BUYIN-ZARA;East
3114;;1962;9;4;39.9;43.9;27;7.2;12225;TURKEY: IGDIR;West
3115;;1962;9;14;;;;5.5;1;GREECE: AEGEAN SEA;North
3116;;1962;10;5;35.1;58.7;;5.5;;IRAN: TORBAT HEYDARIYEH, AKHMEDABAD;North
3117;;1962;11;6;28.1;55.6;8;0.5;6;IRAN: GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ;North
3118;;1962;12;17;38.12;106.27;40;5.5;;CHINA: NINGXIA;East
3119;;1962;12;21;52.47;-168.54;;5.5;;ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS;South
3120;Yes;1963;1;31;36.9;57.8;33;6.5;;IRAN: KHENDODZHAN, DAKHNE-UDZHAK;West
3121;;1963;2;13;24.5;122.1;3;4.5;4;TAIWAN: TAIPEI, HSINCH;North
3122;Yes;1963;2;21;32.6;21;47;7.3;15;LIBYA: BARCE (AL MARJ);North
3123;;1963;3;24;34.4;47.9;5;5.4;300;IRAN: KARKHANEH;South
3124;;1963;3;28;40.8;15.6;40;7.2;100;ITALY: S;North
3125;;1963;3;31;37;57.9;;;;IRAN: HENDOJAN;South
3126;;1963;4;19;35.7;97;33;0.7;4;CHINA: QINGHAI PROVINCE;East
3127;;1963;4;23;25.8;99.5;;0.7;;CHINA: YUNNAN PROVINCE;West
3128;;1963;5;9;12.2;-86.9;;0.6;;NICARAGUA: LEON;East
3129;;1963;5;18;-8.2;115.6;50;5.5;;INDONESIA: BALI;West
3130;;1963;5;19;46.1;14.8;65;0.6;;BALKANS NW: SLOVENIA: LJUBLJANA;North
3131;;1963;6;21;47.9;130.6;13;4.9;;CHINA: HEILONGJIANG PROVINCE;East
3132;;1963;6;30;33.2;49.2;;5.8;;IRAN: W;North
3133;;1963;7;26;42.1;21.3;38;5.1;;BALKANS NW: MACEDONIA: SKOPJE;East
3134;;1963;7;29;28.2;55.7;5;0.6;1070;IRAN: GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ;North
3135;;1963;8;15;-13.8;-69.3;46;5.2;5;PERU: S;North
3136;;1963;8;29;39.8;74.2;543;7.7;;CHINA: XINJIANG;North
3137;;1963;9;2;33.9;74.8;;6.5;1;INDIA: KASHMIR: SW;West
3138;;1963;9;15;-10.472;165.77;25;5.3;80;SOLOMON ISLANDS;North
3139;;1963;9;17;-10.286;165.413;35;7.5;;SOLOMON ISLANDS;South
3140;;1963;9;18;40.75;29;28;7.5;;TURKEY: YALOVA: CINARCIK;North
3141;Yes;1963;9;24;-10.385;-78.022;19;6.1;1;PERU: HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ;South
3142;Yes;1963;10;12;44.426;149.272;75;0.7;1;RUSSIA: KURIL ISLANDS;West
3143;Yes;1963;10;13;44.77;149.798;48;7.1;;RUSSIA: KURIL ISLANDS;South
3144;Yes;1963;10;20;44.772;150.563;13;8.5;;RUSSIA: KURIL ISLANDS;South
3145;Yes;1963;11;4;-6.86;129.58;28;7.9;;INDONESIA: BANDA SEA;South
3146;;1963;12;16;-6.4;105.4;100;8.3;;INDONESIA: JAVA: LABUHAN, MENES, PONOROGO;North
3147;Yes;1963;12;18;-24.8;-176.6;64;6.6;;TONGA TRENCH;North
3148;Yes;1964;1;8;-3.7;119.4;45;7.5;;INDONESIA: SULAWESI: PINRANG;South
3149;;1964;1;18;23.2;120.6;90;5.2;8;TAIWAN: TAINAN;East
3150;;1964;2;13;26.1;101;33;0.7;107;CHINA: YUNNAN PROVINCE;West
3151;;1964;2;18;38.8;-28.4;15;5.4;;AZORES;North
3152;;1964;3;28;61.017;-147.648;33;4.6;;ALASKA;East
3153;Yes;1964;4;2;5.9;95.7;33;9.2;15;INDONESIA: BANDA ACEH;North
3154;Yes;1964;4;13;45.3;18.1;130;0.7;;BALKANS NW: CROATIA;East
3155;;1964;5;7;-4;34.9;32;0.6;3;TANZANIA;North
3156;;1964;5;7;40.3;139;33;0.6;1;JAPAN: NW. HONSHU ISLAND;East
3157;Yes;1964;5;7;40.4;139;30;6.9;;JAPAN: NW. HONSHU ISLAND;West
3158;Yes;1964;6;14;38.1;38.3;;6.6;;TURKEY: MALATYA,ADIYAMAN;East
3159;;1964;6;16;38.65;139.2;;6.1;8;JAPAN: HONSHU: W COAST;North
3160;Yes;1964;7;5;-15.5;166.5;40;7.5;26;VANUATU ISLANDS: ESPIRITU SANTO ISLANDS;North
3161;;1964;7;6;18.3;-100.4;;7.5;;MEXICO: GUERRERO;North
3162;;1964;7;24;47.159;153.876;100;7.4;78;RUSSIA: KAMCHATKA;North
3163;Yes;1964;9;1;35.1;111.6;15;6.8;;CHINA: SHANXI PROVINCE;West
3164;;1964;10;6;40.3;28.2;;4.7;;TURKEY: MANYAS, BURSA, BALIKESIR;West
3165;;1964;11;17;-5.7;150.7;15;0.7;19;PAPUA NEW GUINEA: NEW BRITAIN;South
3166;Yes;1964;12;11;40.4;138.9;45;7.6;;NW. HONSHU ISLAND, JAPAN;South
3167;Yes;1964;12;27;27;54;40;;;IRAN: S;East
3168;;1965;1;1;35.7;4.4;;;;ALGERIA: M'SILA;South
3169;;1965;1;12;35;111.63;10;5.5;4;CHINA: SHANXI PROVINCE;West
3170;;1965;1;24;-2.4;126.1;10;5.5;;INDONESIA: SANANA ISLAND;West
3171;Yes;1965;2;4;51.29;178.55;6;7.6;71;ALASKA: ALEUTIAN ISLANDS: RAT ISLANDS;South
3172;Yes;1965;2;10;37.6;47.1;36;8.7;;IRAN: NW;South
3173;;1965;2;23;-25.67;-70.63;52;5.1;20;CHILE: NORTHERN;North
3174;Yes;1965;3;9;39.4;24;36;0.7;;GREECE: ALONISOS, SKOPELOS;North
3175;Yes;1965;3;14;36.3;70.7;18;6.3;38;AFGHANISTAN;West
3176;;1965;3;22;-31.81;-71.26;219;7.3;;CHILE: CENTRAL;South
3177;Yes;1965;3;28;-32.4;-71.2;58;0.6;;CHILE: CENTRAL;South
3178;;1965;3;30;50.32;177.93;61;7.3;400;ALASKA: ALEUTIAN ISLANDS: RAT ISLANDS;West
3179;Yes;1965;3;31;38.6;22.4;20;7.6;;GREECE;West
3180;;1965;4;5;37.7;21.8;78;7.1;6;GREECE: SOUTHERN;North
3181;;1965;4;19;34.9;138;34;6.2;32;JAPAN: AICHI, SHIZOUKA PREFECTURES;South
3182;Yes;1965;4;29;47.4;-122.3;36;0.6;1;WASHINGTON: SEATTLE;West
3183;;1965;5;3;13.5;-89.3;59;6.6;7;EL SALVADOR: SAN MARCOS;West
3184;;1965;6;11;44.7;148.7;23;0.6;125;RUSSIA: KURIL ISLANDS;East
3185;Yes;1965;6;21;28.1;55.9;;7.2;;IRAN: HADJIABAD, SARKHUN, SARCHAHAN;South
3186;;1965;7;2;53.03;-167.55;40;0.6;;ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS;North
3187;Yes;1965;7;3;22.4;101.6;40;6.5;;CHINA: YUNNAN PROVINCE;South
3188;;1965;7;6;38.267;22.3;15;6.1;;NORTH CORINTH GULF;North
3189;Yes;1965;8;11;-15.8;167.2;18;6.3;1;VANUATU ISLANDS;West
3190;Yes;1965;8;13;-15.9;166.8;13;7.6;;VANUATU ISLANDS;West
3191;Yes;1965;8;23;16.3;-95.8;33;7.3;;MEXICO: ME\XICO CITY, OAXACA;North
3192;Yes;1965;10;3;-42.9;-75.13;28;7.8;6;CHILE: SOUTHERN;South
3193;Yes;1965;11;13;43.9;87.8;28;6.5;;CHINA: XINJIANG PROVINCE;West
3194;;1966;1;31;27.9;99.7;;6.6;;CHINA: YUNNAN PROVINCE;West
3195;;1966;2;5;39.2;22;;5.1;;GREECE: CENTRAL;South
3196;;1966;2;5;26.1;103.1;38;6.3;1;CHINA: YUNNAN PROVINCE;South
3197;;1966;2;13;26.1;103.1;;6.5;;CHINA: YUNNAN PROVINCE;West
3198;;1966;3;6;37.47;115.03;;6.2;;CHINA: HEBEI PROVINCE;South
3199;;1966;3;7;39.1;41.6;;5.2;;TURKEY: VARTO, MUS;West
3200;;1966;3;7;37.35;114.92;38;0.6;10;CHINA: HEBEI PROVINCE;South
3201;;1966;3;12;24.1;122.6;8;7.4;;TAIWAN;West
3202;Yes;1966;3;19;37.27;114.97;48;0.8;7;CHINA: HEBEI PROVINCE;West
3203;;1966;3;20;0.6;30.2;;5.6;;UGANDA: KICHWAMBA, BONDIBOGYO;North
3204;;1966;3;22;37.5;115.1;36;0.7;140;CHINA: HEBEI PROVINCE;North
3205;;1966;3;26;37.68;115.27;15;7.6;;CHINA: HEBEI PROVINCE;South
3206;;1966;4;20;37.25;114.78;;6.2;;CHINA: HEBEI PROVINCE;North
3207;;1966;4;26;41.2;69.1;;5.3;;UZBEKISTAN: TASHKENT;North
3208;;1966;5;2;38;42.6;;;10;TURKEY;West
3209;;1966;6;15;-10.343;160.883;41;4.8;;SOLOMON ISLANDS: GUADALCANAL;West
3210;Yes;1966;6;27;29.554;80.854;31;7.1;;NEPAL-INDIA;East
3211;;1966;7;3;38.5;41.3;23;6.3;80;TURKEY: MUS;East
3212;;1966;7;12;38.9;41.3;;;14;TURKEY: BAGICI;South
3213;;1966;7;12;44.75;37;64;4.6;12;RUSSIA: BLACK SEA;West
3214;Yes;1966;8;15;28.7;78.9;33;5.5;;INDIA: N;South
3215;;1966;8;19;39.2;41.6;53;5.6;15;TURKEY: VARTO;South
3216;;1966;9;1;37.5;22.1;24;6.8;2394;GREECE: SOUTHERN;East
3217;;1966;9;4;4.6;-73.9;17;5.9;1;COLOMBIA;North
3218;;1966;9;19;24;97.7;8;5.2;6;CHINA: YUNNAN PROVINCE;South
3219;;1966;9;19;10.8;-69.5;;5.4;;VENEZUELA;South
3220;;1966;9;28;27.5;100.1;12;0.5;;CHINA: YUNNAN PROVINCE;South
3221;;1966;10;2;43.83;125.12;;6.4;;CHINA: JILIN PROVINCE;North
3222;;1966;10;17;-10.748;-78.638;;5.2;;PERU: LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS;East
3223;Yes;1966;10;29;39.2;21.2;38;8.1;110;GREECE: CENTRAL;North
3224;;1966;12;28;-25.5;-70.7;20;5.7;1;CHILE: TALTAL, CATALINA;North
3225;Yes;1966;12;31;-11.893;166.445;47;7.8;3;SOLOMON ISLANDS: SANTA CRUZ ISLANDS;North
3226;Yes;1966;12;31;-12.334;166.684;83;7.8;;SOLOMON ISLANDS: SANTA CRUZ ISLANDS;East
3227;Yes;1967;1;4;38.4;22;23;7.2;;GREECE;East
3228;;1967;1;5;48.1;102.8;10;0.6;;MONGOLIA;East
3229;;1967;1;24;30.2;104.1;35;7.5;;CHINA: SICHUAN PROVINCE;North
3230;;1967;2;9;40;20.2;;5.5;;ALBANIA: GJIROKASTEV;West
3231;;1967;2;9;2.9;-74.9;33;5.6;;COLOMBIA: HUILA, NEIVA, RIVERA,SAN ANTONIO;North
3232;;1967;2;19;-9.2;113.1;60;6.8;98;INDONESIA: JAVA: DAMPIT,GONDANG,TRENGGALEK;South
3233;;1967;3;19;45.53;151.11;80;6.8;54;RUSSIA: KURIL ISLANDS;North
3234;Yes;1967;3;27;38.5;116.5;38;0.7;;CHINA: HEBEI PROVINCE: HEJIAN, DACHENG;West
3235;;1967;4;11;-3.7;119.3;30;6.3;;INDONESIA: MAKASSAR STRAIT;South
3236;Yes;1967;4;12;5.5;97.3;33;5.5;58;INDONESIA-MALAYSIA: N SUMATERA,MALAY PENINSULA;East
3237;Yes;1967;5;1;39.5;21.2;100;6.1;14;GREECE;West
3238;;1967;7;13;35.5;-0.1;55;5.9;9;ALGERIA: NEAR SIG;East
3239;;1967;7;22;40.7;30.8;13;0.5;10;TURKEY: MUDURNU, ADAPAZARI;West
3240;;1967;7;26;39.5;40.4;4;7.3;86;TURKEY: TUNCELI;North
3241;;1967;7;29;6.8;-73;8;6.2;97;COLOMBIA;East
3242;;1967;7;29;10.6;-67.3;161;6.8;20;VENEZUELA;East
3243;Yes;1967;8;13;43.2;-0.5;10;6.5;300;FRANCE: ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR;North
3244;;1967;8;13;-4.4;152.5;15;5.3;1;PAPUA NEW GUINEA: BISMARCK SEA;East
3245;Yes;1967;8;30;31.6;100.3;30;6.4;;CHINA: SICHUAN PROVINCE;North
3246;;1967;9;3;-10.6;-79.8;10;6.8;;PERU: OFF COAST;West
3247;Yes;1967;10;25;24.5;122.2;40;0.7;;TAIWAN: HUALIEN;North
3248;;1967;11;15;-28.78;-71.19;65;0.7;2;CHILE: NORTHERN;East
3249;Yes;1967;11;30;41.5;20.5;35;5.9;;ALBANIA;South
3250;;1967;12;2;37.717;115.217;29;6.5;18;CHINA: HEBEI PROVINCE: SHULU;West
3251;;1967;12;10;17.412;73.885;25;5.7;;INDIA;North
3252;;1967;12;18;36.467;111.217;15;6.6;180;CHINA: SHANXI PROVINCE;East
3253;;1967;12;21;-21.7;-69.5;30;5.4;;CHILE: NORTHERN;East
3254;Yes;1968;1;4;12.1;-86.2;33;7.5;1;NICARAGUA: MANAGUA;South
3255;;1968;1;15;37.9;13.1;5;4.6;;ITALY: SICILY;West
3256;;1968;1;25;37.8;13.2;33;0.6;216;ITALY: SICILY;East
3257;;1968;1;29;43.586;146.701;33;5.1;8;RUSSIA: KURIL ISLANDS;South
3258;Yes;1968;2;12;-5.5;153.2;40;7.3;;PAPUA NEW GUINEA: NEW IRELAND;South
3259;;1968;2;19;39.368;24.957;74;7.8;;GREECE: AEGEAN SEA: ST EUSTRATIOS;South
3260;Yes;1968;2;21;32;130.6;15;7.2;20;JAPAN: KYUSHU;North
3261;;1968;2;25;36.08;5.07;3;6.3;3;ALGERIA: EL ALEN (BABORD);North
3262;;1968;2;28;37.7;-29.4;;4.9;1;AZORES;West
3263;;1968;3;20;-0.6;34.4;;7.6;;KENYA: HOMA BAY, USIRI, GOT KOKECH;South
3264;;1968;4;1;32.3;132.5;33;4.6;1;JAPAN: KYUSHU, SHIKOKU;East
3265;Yes;1968;4;18;44.08;8;30;7.5;1;ITALY: LIGURIA;East
3266;Yes;1968;4;29;39.2;44.3;7;4.6;;IRAN: MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI;South
3267;;1968;5;2;39.3;44.4;34;5.3;38;IRAN: SIYAH,CHESHMEH,ZAVIEH,TAKHT-E-RAVAN-E-SOFLA;East
3268;;1968;5;16;40.8;143.2;;;;JAPAN: OFF EAST COAST OF HONSHU ISLAND;North
3269;Yes;1968;5;16;41.5;142.7;7;8.2;52;JAPAN: OFF COAST OF HONSHU ISLAND;West
3270;Yes;1968;5;23;-41.7;172;33;7.5;;NEW ZEALAND: SOUTH ISLAND: NW COAST;North
3271;;1968;5;28;-2.9;139.3;21;7.1;3;INDONESIA: NEW GUINEA: IRIAN JAYA;West
3272;;1968;6;9;39.1;46.1;65;7.7;;ARMENIA: ZANGEZUR;South
3273;;1968;6;12;39.4;143.1;;0.5;;JAPAN: SANRIKU;North
3274;Yes;1968;6;19;-5.6;-77.2;44;7.2;;PERU: SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS;South
3275;;1968;6;23;29.8;51.2;33;0.7;15;IRAN: GHALEGH SEYED,KHESHT,KONAR TAKHTEH;South
3276;;1968;7;25;-30.8;-178.4;32;5.3;;KERMADEC ISLANDS: S OF, RAOUL;South
3277;Yes;1968;8;1;16.5;122.2;60;7.3;;PHILIPPINES: LUZON: MANILA;West
3278;Yes;1968;8;2;16.5;-97.8;36;7.3;270;MEXICO: OAXACA, GUERRERO;North
3279;;1968;8;5;33.3;132.2;36;7.5;18;JAPAN: SEIKAIDO-NANKAIDO;South
3280;Yes;1968;8;10;1.4;126.2;10;;;INDONESIA: MOLUCCA ISLANDS: MANADO, CELEBES;West
3281;Yes;1968;8;14;0.2;119.8;25;7.6;;INDONESIA: SULAWESI: TAMBU,COAST OF MAPAGA;South
3282;Yes;1968;8;31;34;59;23;7.4;;IRAN: DASHT-E-BAYAZ;East
3283;;1968;9;1;39.1;46.2;13;7.3;10488;ARMENIA: ZANGEZUR;West
3284;;1968;9;1;34;58.2;24;0.5;;IRAN: FERDOW;West
3285;;1968;9;3;41.8;32.3;15;6.5;700;TURKEY: BARTIN, AMASRA, CAKRAZ;South
3286;Yes;1968;9;4;33.9;58.2;38;6.6;24;IRAN;South
3287;;1968;9;20;10.5;-62.6;15;5.4;;VENEZUELA: CARUPANO;North
3288;Yes;1968;9;24;39.2;40.1;107;6.2;3;TURKEY;East
3289;;1968;9;25;15.5;-92.7;14;5.1;2;MEXICO-GUATEMALA: S CHIAPAS;East
3290;Yes;1968;10;7;26.3;140.6;114;5.7;20;JAPAN: BONIN ISLANDS;South
3291;;1968;10;14;-31.6;117;516;7.5;;AUSTRALIA: MECKERING, NORTHAM, CUNDERDIN, YORK;North
3292;;1968;10;23;-3.4;143.3;5;6.9;;PAPUA NEW GUINEA: N COAST, WEWAK, DAGUA;West
3293;;1968;11;3;42.1;19.3;21;7.5;;BALKANS NW: MONTENEGRO;North
3294;;1969;1;3;37.1;57.9;17;5.3;1;IRAN: NE KHURASAN PROVINCE;East
3295;;1969;1;5;-7.9;158.9;11;5.6;50;SOLOMON ISLANDS: SANTA ISABEL ISLAND;North
3296;;1969;1;19;45;143.2;47;7.5;;JAPAN: HOKKAIDO;North
3297;;1969;1;30;4.8;127.4;204;7.6;;INDONESIA: TALAUD ISLANDS, MINDANAO, VISAYAN;North
3298;;1969;2;11;41.45;79.367;70;7.5;;CHINA: XINJIANG PROVINCE: WUSHI;North
3299;;1969;2;23;-3.1;118.9;10;6.3;4;INDONESIA: SULAWESI: PARASANGA, PALETOANG;West
